effect_size_(reg_coeff)	pval	cancer_type_gdsc1	Drug_name	fdr	TF	Drug_targets	Drug_id
0.817474213340134	0.000183388128778869	bone	BMS-345541	0.0218789439370402	PRDM14	IKK1, IKK2	203
1.34782012174677	0.000165072328409092	bone	Genentech Cpd 10	0.0218789439370402	PRDM14	AURKA, AURKB	225
0.714494839820538	0.000146893314446817	bone	ZG-10	0.0389267283284064	REST	JNK1	1161
-1.10789859360293	0.000191694417826419	bone	GSK269962A	0.0253995103620005	SP1	ROCK1, ROCK2	127
1.20172632440192	0.000127023327781829	bone	ABT-263	0.0253995103620005	SP1	BCL-W, BCL-XL, BCL2	1011
-0.460813420535499	3.35691439914809e-05	bone	AZD6244 (rescreen)	0.00889582315774244	SP3	MEK1, MEK2	1498
1.33696015846978	0.000190534435231873	bone	SB-715992	0.0333013834589644	STAT6	KSP	208
-0.870470945810196	8.43106285970031e-05	bone	EHT 1864	0.0223423165782058	TCF12	RAC1, RAC2, RAC3	1069
-1.06218608621046	0.000128866297410947	bone	Temsirolimus	0.034149568813901	WT1	MTOR	1016
-0.768801432284256	0.000176974788294104	bone	JNJ-26854165	0.0234491594489687	ZNF263	MDM2	1133
-1.54137560791659	9.66323615249677e-05	bone	Bleomycin (50 uM)	0.0234491594489687	ZNF263	dsDNA break induction	1378
-0.913307216083669	0.000283621515814071	bone	CUDC-101	0.0375798508453644	NHLH1	EGFR, ERBB2, HDAC1-10	273
0.90598910792296	0.000290660651509202	bone	TPCA-1	0.0218789439370402	PRDM14	IKK2	305
1.25724599354365	0.000251331195916712	bone	AS605240	0.0333013834589644	STAT6	PI3Kgamma	224
-2.04592439598317	0.000259983155109371	bone	WZ-1-84	0.0386131013212876	TP53	BMX	59
-0.68466719695987	0.000325240512592136	bone	Cyclopamine	0.0432940484810289	ZNF423	SMO	17
-2.0362931122526	0.000326747535705879	bone	A-443654	0.0432940484810289	ZNF423	AKT1, AKT2, AKT3	86
-1.5237130623047	0.000349984037143564	bone	Lapatinib	0.0386131013212876	TP53	EGFR, ERBB2	119
1.10080683301263	0.000364348854021974	bone	AS605240	0.0218789439370402	PRDM14	PI3Kgamma	224
1.14538520049808	0.000412810262963023	bone	SB-715992	0.0218789439370402	PRDM14	KSP	208
1.11452222878718	0.000423407939964351	bone	WZ3105	0.037401034696851	STAT6	FLT3, IRAK1, NTRK2, others, ROCK2, SRC	252
-1.67051966711431	0.000464314979386488	bone	AZD-0530	0.0386131013212876	TP53	ABL, SRC	38
1.40143216742531	0.000582839265226982	bone	NPK76-II-72-1	0.0386131013212876	TP53	PLK3	257
-0.922824658395319	0.000893920558032536	bone	SB-715992	0.0473777895757244	NHLH1	KSP	208
-0.697173396586295	0.000850430612526632	bone	Olaparib	0.0473777895757244	NHLH1	PARP1, PARP2	1017
-0.421307373289998	0.000890894176816173	bone	XMD11-85h	0.0473777895757244	NHLH1	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	1158
1.40602413499556	0.000857117753402696	bone	PHA-793887	0.0454272409303429	STAT6	CDK2, CDK5, CDK7	301
1.06853897012032	0.000810069330093019	bone	TG101348	0.0454272409303429	STAT6	JAK2	306
0.908657117689812	0.00154965158051067	bone	CP466722	0.0400280659557683	PRDM14	ATM	152
0.923287656607008	0.00166154236042812	bone	XL-184	0.0400280659557683	PRDM14	AXL, FLT1, FLT3, FLT4, KIT, MET, RET, TIE2, VEGFR	249
0.720652770743907	0.00139689296404883	bone	AC220	0.0400280659557683	PRDM14	FLT3	254
0.921030142258692	0.00136121503410779	bone	TG101348	0.0400280659557683	PRDM14	JAK2	306
0.942466402313636	0.00161776151025119	bone	SNX-2112	0.0400280659557683	PRDM14	HSP90	328
0.758003943776598	0.00153790557246108	bone	T0901317	0.0400280659557683	PRDM14	FXR, LXR	333
1.36646072344299	0.00184137827724822	bone	OSI-027	0.0406637702892316	PRDM14	MTORC1, MTORC2	299
1.45021139397646	0.00219811425670114	bone	GSK1070916	0.0448077136942926	PRDM14	AURKA, AURKC	226
-1.30952940279103	2.76902260188373e-07	breast	Bleomycin (50 uM)	7.33790989499189e-05	GLI2	dsDNA break induction	1378
0.72130145269899	3.91445302930583e-06	breast	rTRAIL	0.00103733005276605	PRDM14	TRAIL receptor agonist	1261
0.432669627222038	9.89302350313469e-06	breast	KIN001-270	0.00262165122833069	ESR1	CDK9	345
-0.943595492620431	1.15276989567539e-05	breast	BMN-673	0.00305484022353978	FOXF2	PARP1, PARP2	1259
-0.455870276386673	2.2698302925754e-05	breast	piperlongumine	0.0060150502753248	E2F4	Induces reactive oxygen species	1243
-0.75645291780573	2.13045959730826e-05	breast	KIN001-102	0.00564571793286689	SREBF1	AKT1, AKT2, AKT3	228
-0.935679960952041	0.000334678380441922	breast	RDEA119	0.0375894300192536	ATF1	MEK1, MEK2	1014
0.906528348765073	0.000111307905363604	breast	DMOG	0.029496594921355	CLOCK	HIF-PH	165
-0.896581219207268	0.000118016686135827	breast	BMS-754807	0.0116946254179972	E2F1	IGF1R, IR	184
-0.942158959346655	0.00018300952384674	breast	Epothilone B	0.0116946254179972	E2F1	Microtubule stabiliser	201
-0.794694455489695	0.000117852488646934	breast	Tipifarnib	0.0116946254179972	E2F1	Farnesyl-transferase (FNTA)	204
-0.358480967201436	0.000220653309773533	breast	Lenalidomide	0.0116946254179972	E2F1	CRBN	1020
-0.434671677950032	0.000172776918189393	breast	Vismodegib	0.0116946254179972	E2F1	SMO	1033
-0.420875124089467	0.000133444572134015	breast	FTI-277	0.0353628116155141	E2F7	Farnesyl-transferase (FNTA)	166
0.492677814982911	0.000165955180830621	breast	GSK429286A	0.00918838050600662	ESR1	ROCK1, ROCK2	230
0.864063530526288	0.000224372885913745	breast	XL-880	0.00990980246119039	ESR1	TNKS1, TNKS2	308
0.363815869909836	0.000160192170923649	breast	AV-951	0.00918838050600662	ESR1	VEGFR1, VEGFR2, VEGFR3	312
0.882448834511911	0.000173365669924653	breast	AZD7762	0.00918838050600662	ESR1	CHEK1, CHEK2	1022
0.666374506308787	6.21338195941007e-05	breast	rTRAIL	0.00823273109621834	ESR1	TRAIL receptor agonist	1261
-0.632391292029537	0.000418538021071223	breast	CCT018159	0.034258107396893	FOS	HSP90	1170
-0.586872574027313	0.000173565069098595	breast	AG-014699	0.0229973716555638	FOS	PARP1, PARP2	1175
-0.377942999185589	0.000111878924720149	breast	Temozolomide	0.0229973716555638	FOS	DNA alkylating agent	1375
0.385661250500605	0.000108665563942828	breast	KIN001-270	0.0287963744448494	FOXA1	CDK9	345
1.37134425752877	0.000304860827797792	breast	FK866	0.0403940596832075	FOXA1	NAMPT	1248
-1.201284730371	6.3551208107177e-05	breast	Bleomycin (50 uM)	0.00842053507420095	FOXF2	dsDNA break induction	1378
-0.695373269185589	0.000104385203519309	breast	TG101348	0.0168423841758666	FOXM1	JAK2	306
-0.516869927559236	0.000127112333402767	breast	JNJ-26854165	0.0168423841758666	FOXM1	MDM2	1133
-0.391944576316826	0.000317548442006583	breast	piperlongumine	0.0184580648880305	FOXM1	Induces reactive oxygen species	1243
1.10854120673319	7.5810131603537e-05	breast	Bleomycin (50 uM)	0.0200896848749373	FOXO3	dsDNA break induction	1378
-0.467255040623816	9.18916680918439e-05	breast	Cetuximab	0.0243512920443386	GATA2	EGFR	1114
0.812566971180862	0.000347206869896232	breast	XL-880	0.0257724991074456	GATA3	TNKS1, TNKS2	308
0.339851499550342	0.00027203853605809	breast	AV-951	0.0257724991074456	GATA3	VEGFR1, VEGFR2, VEGFR3	312
0.376613138628158	9.99601202769878e-05	breast	KIN001-270	0.0257724991074456	GATA3	CDK9	345
0.574896004780096	0.000389018854452008	breast	rTRAIL	0.0257724991074456	GATA3	TRAIL receptor agonist	1261
-0.745563396769275	0.000350124708615806	breast	Midostaurin	0.0213097911452895	GLI2	c-FGR, FLT1, others, PKC, PPK	153
-0.959292564072704	7.27260642145769e-05	breast	AZD7762	0.00963620350843144	GLI2	CHEK1, CHEK2	1022
-0.711154072897198	0.000271623511456101	breast	BX-795	0.0213097911452895	GLI2	AURKB, AURKC, IKK, PDK1 (PDPK1), TBK1	1037
-0.533501888572475	0.000402071531043198	breast	AZD-2281	0.0213097911452895	GLI2	PARP1, PARP2	1495
0.444489413854989	0.000168300002730564	breast	EHT 1864	0.0445995007235995	JUN	RAC1, RAC2, RAC3	1069
1.08478854325911	9.9580927289809e-05	breast	GSK1070916	0.0263889457317994	NFE2	AURKA, AURKC	226
0.448371521881425	0.000216061792957614	breast	EHT 1864	0.0453611188866982	NFKB1	RAC1, RAC2, RAC3	1069
-1.02871532414237	0.000407819848769945	breast	Trametinib	0.0453611188866982	NFKB1	MEK1, MEK2	1372
-0.912934324979646	0.000177704599447416	breast	MP470	0.0464946252036429	NFYA	FLT3, KIT, PDGFRA	293
-0.467656307026523	0.000350902831725607	breast	EHT 1864	0.0464946252036429	NFYA	RAC1, RAC2, RAC3	1069
0.798055336000621	0.000384080792514885	breast	XL-880	0.0145402014309207	PRDM14	TNKS1, TNKS2	308
0.552486998510186	0.000294812603696979	breast	Y-39983	0.0130208899966166	PRDM14	ROCK	309
0.353194164745573	0.000256167090469174	breast	KIN001-270	0.0130208899966166	PRDM14	CDK9	345
0.642464343274637	0.000141529941637829	breast	XMD11-85h	0.0125018115113416	PRDM14	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	1158
0.9462359862174	0.000131465219951027	breast	ZG-10	0.0125018115113416	PRDM14	JNK1	1161
0.811351924335984	0.000279429337307803	breast	XMD8-92	0.0130208899966166	PRDM14	MAPK7	1164
-0.443011702167141	0.000142959474973638	breast	Cetuximab	0.037884260868014	RARA	EGFR	1114
0.471502096238985	7.8925787746719e-05	breast	EHT 1864	0.0209153337528805	RELA	RAC1, RAC2, RAC3	1069
0.846592862240093	0.00026075386621211	breast	MP470	0.0417801335249207	RUNX1	FLT3, KIT, PDGFRA	293
-0.765106537080214	0.000183610861922956	breast	Midostaurin	0.0317420709739146	SOX2	c-FGR, FLT1, others, PKC, PPK	153
-0.702513108094595	0.000239562799803129	breast	CEP-701	0.0317420709739146	SOX2	FLT3, JAK2, NTRK1, NTRK2, NTRK3	1024
-1.05148942111342	0.000237762652778326	breast	PD-0325901	0.0462898833654526	SP1	MEK1, MEK2	1060
-0.47311692068594	0.000349357610305303	breast	Cetuximab	0.0462898833654526	SP1	EGFR	1114
-0.848521566566126	0.000128038343722761	breast	GSK2126458	0.0113100536955106	SREBF1	MTORC1, MTORC2, PI3K (class 1)	283
-1.04201425144219	0.000114671120960112	breast	GSK690693	0.0113100536955106	SREBF1	AKT1, AKT2, AKT3	326
-0.474112878865058	0.000290239275269344	breast	(5Z)-7-Oxozeaenol	0.0256378026487921	SREBF2	TAK1	1242
-0.293776103227558	0.000237729989133036	breast	Bicalutamide (rescreen)	0.0256378026487921	SREBF2	AR	1502
-0.846188176179354	5.71539382899507e-05	breast	RDEA119 (rescreen)	0.0151457936468369	SREBF2	MEK1, MEK2	1526
0.654065411170602	0.000411275387447154	breast	KIN001-102	0.027246994418374	SRF	AKT1, AKT2, AKT3	228
0.555032510584632	0.000280141263823503	breast	UNC0638	0.027246994418374	SRF	G9a and GLP methyltransferases	245
0.680674418178653	0.000312139817599214	breast	I-BET	0.027246994418374	SRF	BRD2, BRD3, BRD4	275
0.49835018720926	0.000200181680165724	breast	KIN001-244	0.027246994418374	SRF	PDK1 (PDPK1)	287
0.621118467004002	0.000350827083054853	breast	SB52334	0.0383439680131846	STAT2	ALK5	304
0.424022415259798	0.000383001491053913	breast	EHT 1864	0.0383439680131846	STAT2	RAC1, RAC2, RAC3	1069
-1.06326153812048	0.000147421210014419	breast	Bleomycin (50 uM)	0.039066620653821	TEAD1	dsDNA break induction	1378
1.37851610053286	0.000304607221635817	breast	AZ628	0.0315305039553041	TFAP2A	BRAF	29
0.654569590043686	0.00031467186932748	breast	PLX4720	0.0315305039553041	TFAP2A	BRAF	1036
0.747876622901263	0.000356949101380801	breast	BX-795	0.0315305039553041	TFAP2A	AURKB, AURKC, IKK, PDK1 (PDPK1), TBK1	1037
0.654027946714302	0.000434082656753034	breast	I-BET	0.0383439680131846	STAT2	BRD2, BRD3, BRD4	275
-0.33678923522855	0.000454118036116036	breast	Lenalidomide	0.0184580648880305	FOXM1	CRBN	1020
-0.833349298575704	0.000467242191194347	breast	AZD7762	0.0184580648880305	FOXM1	CHEK1, CHEK2	1022
-0.40094033709551	0.000487571525344203	breast	Vismodegib	0.0184580648880305	FOXM1	SMO	1033
-0.554828314639741	0.000467097604104611	breast	AG-014699	0.0184580648880305	FOXM1	PARP1, PARP2	1175
0.338674708062711	0.000498269633892586	breast	Temozolomide	0.0151621049087581	PRDM14	DNA alkylating agent	1375
-0.99779543303705	0.000504507846048958	breast	Afatinib (rescreen)	0.0293879805402613	SREBF1	EGFR, ERBB2	1377
-0.494841346600087	0.000517103507877631	breast	PFI-1	0.034258107396893	FOS	BRD4	1219
0.798064778639209	0.000514939411995559	breast	NPK76-II-72-1	0.0151621049087581	PRDM14	PLK3	257
-0.674551437885005	0.000679275752808065	breast	PF-562271	0.0375894300192536	ATF1	FAK, FAK2	158
-0.849195662942311	0.000595681432457079	breast	BMS-754807	0.0375894300192536	ATF1	IGF1R, IR	184
-0.856136795180793	0.000683725486024965	breast	AZD7762	0.0375894300192536	ATF1	CHEK1, CHEK2	1022
-0.627895486099771	0.000603203358395708	breast	PF-562271	0.0236947655804141	E2F1	FAK, FAK2	158
-0.582913669513248	0.000625899468161882	breast	OSU-03012	0.0236947655804141	E2F1	PDK1 (PDPK1)	167
-0.399021955150911	0.000607412212497207	breast	Vismodegib	0.0374275257086638	E2F4	SMO	1033
-0.472815032251627	0.000587106556583633	breast	JNJ-26854165	0.0374275257086638	E2F4	MDM2	1133
0.291883347965428	0.00057340165135753	breast	UNC1215	0.0217073482299636	ESR1	L3MBTL3	1262
-0.486438961902346	0.000683710408357689	breast	CHIR-99021 (rescreen)	0.0362366516429575	FOS	GSK3A, GSK3B	1241
0.572963705590173	0.000542069121767801	breast	rTRAIL	0.0478827724228224	FOXA1	TRAIL receptor agonist	1261
-0.38480924283065	0.000637279428941102	breast	XMD14-99	0.0188742080914688	FOXM1	ALK, CDK7, LTK, others	253
-0.785879552556902	0.000684696134138841	breast	RDEA119	0.0453611188866982	NFKB1	MEK1, MEK2	1014
-0.756055556674025	0.000583939290916254	breast	RDEA119 (rescreen)	0.0453611188866982	NFKB1	MEK1, MEK2	1526
0.800933385133133	0.000664990979695547	breast	AZD7762	0.017603959774648	PRDM14	CHEK1, CHEK2	1022
0.671070658382594	0.000540321732223098	breast	ZSTK474	0.0417801335249207	RUNX1	PI3K (class 1)	223
-0.99537395360717	0.000563727610266234	breast	Bleomycin (50 uM)	0.0417801335249207	RUNX1	dsDNA break induction	1378
-0.818271522326905	0.000554490198872855	breast	CP724714	0.0293879805402613	SREBF1	ERBB2	255
0.695618103753794	0.000589878308801944	breast	LAQ824	0.031263550366503	SRF	HDAC1	200
0.674338140285099	0.000631679808937597	breast	CI-1040	0.0418487873421158	TFAP2A	MEK1, MEK2	1015
-0.901980267768947	0.000721683260141777	breast	Epothilone B	0.0375894300192536	ATF1	Microtubule stabiliser	201
-0.721877339099853	0.000725230270963734	breast	Docetaxel	0.0374275257086638	E2F4	Microtubule stabiliser	1007
-0.726621653146231	0.000762717379461843	breast	BX-912	0.0188742080914688	FOXM1	PDK1 (PDPK1)	222
1.82119202300271	0.000783852036803056	breast	AZ628	0.0397184125712746	GATA3	BRAF	29
0.558872604714901	0.000730730405740106	breast	MPS-1-IN-1	0.017603959774648	PRDM14	MPS1	294
0.596059127099635	0.000752831567937438	breast	SB52334	0.0417801335249207	RUNX1	ALK5	304
-0.538023588370282	0.000788304406130579	breast	681640	0.0417801335249207	RUNX1	CHEK1, WEE1	1046
-0.981333954618721	0.000692533676218932	breast	Trametinib	0.0456916201429638	SREBF2	MEK1, MEK2	1372
0.421472003730995	0.000754827337587575	breast	EHT 1864	0.0333382074101179	SRF	RAC1, RAC2, RAC3	1069
-0.71371145650247	0.00088390569936468	breast	Mitomycin C	0.0260261122590711	E2F1	DNA crosslinker	136
-0.376360724054545	0.000855685807112363	breast	piperlongumine	0.0260261122590711	E2F1	Induces reactive oxygen species	1243
-0.530059460068534	0.000930828217460418	breast	AG-014699	0.0374275257086638	E2F4	PARP1, PARP2	1175
-0.337135875658768	0.000855571575521267	breast	Temozolomide	0.0374275257086638	E2F4	DNA alkylating agent	1375
0.686297993445025	0.00100700500765796	breast	BX-795	0.0296507030032622	ESR1	AURKB, AURKC, IKK, PDK1 (PDPK1), TBK1	1037
0.961744675341211	0.000909422806371367	breast	Bleomycin (50 uM)	0.0296507030032622	ESR1	dsDNA break induction	1378
-0.657209361066668	0.000924236456301396	breast	CEP-701	0.040820443486645	FOS	FLT3, JAK2, NTRK1, NTRK2, NTRK3	1024
-0.794591491407809	0.000974425520600899	breast	BMS-754807	0.0188742080914688	FOXM1	IGF1R, IR	184
-0.320187890739775	0.000958745623019046	breast	ABT-888	0.0188742080914688	FOXM1	PARP1, PARP2	1018
-0.635071729135015	0.000996841507552889	breast	ZM-447439	0.0188742080914688	FOXM1	AURKA, AURKB	1050
-0.96202009377984	0.000968667206013626	breast	Bleomycin (50 uM)	0.0188742080914688	FOXM1	dsDNA break induction	1378
0.615823258162484	0.000899284812934519	breast	ZM-447439	0.0397184125712746	GATA3	AURKA, AURKB	1050
1.17523732363068	0.000936056797435766	breast	THZ-2-102-1	0.0206712542767065	PRDM14	CDK7	346
0.788340080271098	0.000978717196828266	breast	CP724714	0.0432266761932484	RUNX1	ERBB2	255
-0.40386475920068	0.000913095291503432	breast	AC220	0.0403283753747349	SREBF1	FLT3	254
-0.713174544883915	0.00086210604043328	breast	CEP-701	0.0456916201429638	SREBF2	FLT3, JAK2, NTRK1, NTRK2, NTRK3	1024
0.449714627736316	0.000991607251658447	breast	PLX4720 (rescreen)	0.0426861008758365	TFAP2A	BRAF	1371
-1.06268434795499	0.00103602382815857	breast	Etoposide	0.0375894300192536	ATF1	TOP2	134
-0.800914228898443	0.00107867951885915	breast	Vinorelbine	0.0375894300192536	ATF1	Microtubule destabiliser	140
-0.616127659054469	0.00107376497277329	breast	PF-562271	0.0374275257086638	E2F4	FAK, FAK2	158
-0.814695988049621	0.0010683514014039	breast	SB-715992	0.0188742080914688	FOXM1	KSP	208
-0.67703565374218	0.00104875960488566	breast	BX-795	0.0188742080914688	FOXM1	AURKB, AURKC, IKK, PDK1 (PDPK1), TBK1	1037
-0.462622266634507	0.00107822471493874	breast	CHIR-99021 (rescreen)	0.0476215915764609	GLI2	GSK3A, GSK3B	1241
-0.836943758046933	0.00105214134675564	breast	PD-0325901	0.0495305493145313	NFKB1	MEK1, MEK2	1060
0.509236618435298	0.00106900413344919	breast	SL 0101-1	0.0426861008758365	TFAP2A	AURKB, PIM1, PIM3, RSK	1039
-0.764403490360515	0.00113477524586426	breast	HG-6-64-1	0.0375894300192536	ATF1	BRAF	159
-0.684628518703672	0.00110611212912403	breast	Docetaxel	0.0418742448882669	FOS	Microtubule stabiliser	1007
0.420519171560394	0.00109488613963867	breast	GSK429286A	0.041449261000607	GATA3	ROCK1, ROCK2	230
-0.400427815631957	0.00112144639957429	breast	Cetuximab	0.0495305493145313	NFKB1	EGFR	1114
-0.320513842464085	0.00121141733024063	breast	ABT-888	0.0321025592513767	E2F1	PARP1, PARP2	1018
-0.787282135478677	0.00127112351463387	breast	BMS-754807	0.0374275257086638	E2F4	IGF1R, IR	184
-0.640919234947463	0.0012305927210057	breast	YK 4-279	0.0374275257086638	E2F4	RNA helicase A	1239
0.542921451866191	0.00133387063186255	breast	Cisplatin	0.0305261573144722	ESR1	DNA crosslinker	1005
-0.677839781126216	0.00133451664102175	breast	Midostaurin	0.0201757727744423	FOXM1	c-FGR, FLT1, others, PKC, PPK	153
-0.631473042155817	0.00124055740447598	breast	ZSTK474	0.0469639588837334	SREBF1	PI3K (class 1)	223
0.396633057797633	0.00133600700025378	breast	AC220	0.0358178353005755	SRF	FLT3	254
0.460633628961876	0.00128846680396743	breast	CAY10603	0.0358178353005755	SRF	HDAC1, HDAC6	276
0.442889871917625	0.00125936989964331	breast	YM201636	0.0358178353005755	SRF	PYKFYVE	310
0.794724646165644	0.00132568122459605	breast	RDEA119	0.0426861008758365	TFAP2A	MEK1, MEK2	1014
-0.320130523577581	0.00136104857622773	breast	Temozolomide	0.0201757727744423	FOXM1	DNA alkylating agent	1375
-0.597377591005341	0.00138118136775553	breast	ZM-447439	0.0490536035120546	GLI2	AURKA, AURKB	1050
0.497907968351617	0.00141807957789841	breast	AZD-2281	0.0305261573144722	ESR1	PARP1, PARP2	1495
-0.599277473209091	0.00144136143655258	breast	PF-562271	0.0201757727744423	FOXM1	FAK, FAK2	158
-0.276042893445037	0.00144656484043172	breast	FMK	0.0201757727744423	FOXM1	RSK	231
0.619586967050014	0.00144713808131879	breast	BX-795	0.0472450843898777	GATA3	AURKB, AURKC, IKK, PDK1 (PDPK1), TBK1	1037
-0.538009010572966	0.0014808635022507	breast	rTRAIL	0.0490536035120546	GLI2	TRAIL receptor agonist	1261
-0.834618745792638	0.00153890778130922	breast	Epothilone B	0.0407810562046943	E2F4	Microtubule stabiliser	201
0.713798467319884	0.00152587547770848	breast	HG-5-113-01	0.0280004741079774	PRDM14	ABL(T315I), LOK, LTK, TRCB	1142
1.25742219992502	0.00153793454161897	breast	FK866	0.0280004741079774	PRDM14	NAMPT	1248
0.606950422717607	0.0015195539161305	breast	VX-11e	0.0426861008758365	TFAP2A	ERK2	262
0.338381715258909	0.00157583304417355	breast	XMD15-27	0.0305261573144722	ESR1	CAMK2	332
0.622974843379048	0.00157378656802403	breast	ZM-447439	0.0305261573144722	ESR1	AURKA, AURKB	1050
1.19322295800918	0.00160455003588264	breast	FK866	0.0472450843898777	GATA3	NAMPT	1248
0.443510599939553	0.00158493249667797	breast	STF-62247	0.0280004741079774	PRDM14	Autophagy inducer	258
0.754564308082322	0.00157557704139066	breast	5-Fluorouracil	0.0358178353005755	SRF	Antimetabolite (DNA & RNA)	179
0.672740792234022	0.00167653941405185	breast	AZD6244 (rescreen)	0.0426861008758365	TFAP2A	MEK1, MEK2	1498
-0.375110922121545	0.00171480274465123	breast	LFM-A13	0.0389961549695823	E2F1	BTK	192
0.461590514991914	0.00171648843525681	breast	STF-62247	0.0305261573144722	ESR1	Autophagy inducer	258
0.68893804976413	0.00173440262732997	breast	PXD101, Belinostat	0.0358178353005755	SRF	HDAC1	274
0.610873936389056	0.00175451630351562	breast	THZ-2-49	0.0286884597290994	PRDM14	CDK9	344
-0.464050754047222	0.00191301892303611	breast	JNK-9L	0.0389961549695823	E2F1	JNK2, JNK3	157
-0.517069445050566	0.00180135493341961	breast	AG-014699	0.0389961549695823	E2F1	PARP1, PARP2	1175
-0.273294832496103	0.00182883686999965	breast	FMK	0.0409805768131677	E2F4	RSK	231
0.408311175282041	0.00186437682540522	breast	Olaparib	0.0305261573144722	ESR1	PARP1, PARP2	1017
1.23973775365527	0.0018745681580065	breast	FK866	0.0305261573144722	ESR1	NAMPT	1248
0.389248804915621	0.0018099778313083	breast	XAV 939	0.0479644125296699	GATA3	TNKS1, TNKS2	1268
0.617081165417209	0.00184039175620637	breast	ZM-447439	0.0286884597290994	PRDM14	AURKA, AURKB	1050
0.482898027321465	0.0018687642212923	breast	Tubastatin A	0.0358178353005755	SRF	HDAC1, HDAC6, HDAC8	265
0.602674372134737	0.00185648523077466	breast	PIK-93	0.0358178353005755	SRF	PI3Kgamma	303
0.312849415104142	0.00189226299701154	breast	KIN001-270	0.0358178353005755	SRF	CDK9	345
0.420505653040202	0.00178736320418006	breast	(5Z)-7-Oxozeaenol	0.0426861008758365	TFAP2A	TAK1	1242
0.34430679629983	0.00193295551135864	breast	XMD14-99	0.0426861008758365	TFAP2A	ALK, CDK7, LTK, others	253
0.734919759642638	0.00192855828582501	breast	Dabrafenib	0.0426861008758365	TFAP2A	BRAF	1373
0.308806151496002	0.00198477109182005	breast	Temozolomide	0.0305261573144722	ESR1	DNA alkylating agent	1375
0.729392379813169	0.00200867536351335	breast	AZD7762	0.0483908155755489	GATA3	CHEK1, CHEK2	1022
0.402928880990631	0.00207347483645472	breast	XAV 939	0.0305261573144722	ESR1	TNKS1, TNKS2	1268
